"Downtown Transit Center-A, C, E, G, I",Waterfront,UVM Medical Center,Kennedy Drive,Country Park,Burlington International Airport,,,at Timber Lane,,
 8:00 am,8:05 AM,8:17 AM,8:27 AM,8:29 AM,8:32 AM
 9:15 am,9:20 am*,9:32 AM,9:42 AM,—,9:47 AM
 10:30 am,10:35 AM,10:47 AM,10:57 AM,10:59 AM,11:02 AM
 11:45 am,11:50 AM,12:02 PM,12:12 PM,—,12:17 PM
 1:30 pm,1:05 PM,1:17 PM,1:27 PM,1:29 PM,1:32 PM
 2:15 pm,2:20 PM,2:32 PM,2:42 PM,—,2:47 PM
 3:30 pm,3:35 PM,3:47 PM,3:57 PM,3:59 PM,4:02 PM
 4:45 pm,4:50 PM,5:02 PM,5:12 PM,—,5:17 PM
 6:00 pm,6:05 PM,6:17 PM,6:27 PM,6:29 PM,6:32 PM
